nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
"HUAIS- Hub de aceleração, inovação e sustentabilidade de Poços de Caldas","O Hub Mineiro de Aceleração, Inovação e sustentabilidade é uma 
associação com sede em Poços de Caldas, mas com abrangência 
em todo Sul de Minas. Busca promover a inovação sustentável e o desenvolvimento de 
soluções inovadoras voltadas para os pilares ambiental, social e 
de governança (Environmental, Social, and Governance – ESG). ",Demais Organizações,,,,,,,,,,Hub,"um agente transformador das pessoas e negócios, por meio da disseminação do conhecimento em ESG e sustentabilidade, de forma que promova uma cultura colaborativa e de impacto nas cadeias de valor para implementação de negócios mais sustentáveis e integrados com a agenda socioambiental.",,,,,,,,,Demais Organizações,Sim,Sim,Poços de Caldas,MG,https://i.postimg.cc/c1KwvxpX/01-Prancheta-12-co-pia-4-1.png,https://hub.com.br,hub@huais.com.br, , , , , , , , , ,"um agente transformador das pessoas e negócios, por meio da disseminação do conhecimento em ESG e sustentabilidade, de forma que promova uma cultura colaborativa e de impacto nas cadeias de valor para implementação de negócios mais sustentáveis e integrados com a agenda socioambiental.",,,,,Não,,,,, 
Compre de uma Mãe,"O Compre de uma Mãe é um negócio de impacto social que tem como objetivo aumentar a representatividade das mães empreendedoras no mercado por meio da divulgação de seus produtos e serviços em uma rede de mães que crescem juntas. Temos atualmente 80 empreendedoras em nossa rede que utilizam nosso site para divulgar seus negócios, participam de feira, da loja colaborativa e muito mais. ",Demais Organizações,,,,,,,,,,Negócio de impacto social,Site para as mães empreendedoras ampliarem a divulgação de seus produtos e serviços e venderem mais. Loja colaborativa para ampliar o canal de venda das empreendedoras. Feira para que as empreendedoras possam expor seus produtos e serviços e aumentar a geração de renda de seus famílias. ,,,,,,,,,Demais Organizações,Sim,Sim,Nova Lima,MG,https://i.postimg.cc/8czfxNFt/Compre-De-Uma-Mae-Cor.png,https://www.compredeumamae.com.br,contato@compredeumamae.com.br, , , , , , , , , ,Site para as mães empreendedoras ampliarem a divulgação de seus produtos e serviços e venderem mais. Loja colaborativa para ampliar o canal de venda das empreendedoras. Feira para que as empreendedoras possam expor seus produtos e serviços e aumentar a geração de renda de seus famílias. ,,,,,Não,,,,, 
ICBREEW - FABRICAÇÃO DE EMBALAGENS ESPECIAIS RECICLÁVEIS LTDA,"Oportunidade de negócios na indústria cervejeira único modelo reutilizável de embalagem no mercado. Projeto 100% mineiro, com parceria internacional, produto totalmente ecológico e alinhado com a nova politica brasileira e internacional de resíduos sólidos. O objetivo é atingir um faturamento de 5 milhoes em 2028.",Demais Organizações,,,,,,,,,,Industria de embalagens ,Pesquisa e desenvolvimento de mais uma linha de produto 100% ecológico,,,,,,,,,Demais Organizações,Sim,Sim,Nova Lima,MG,https://i.postimg.cc/8k4q53J9/Icbreew-Verde.png,https://icbreew.com.br,gui.correa@icbreew.com.br, , , , , , , , , ,Pesquisa e desenvolvimento de mais uma linha de produto 100% ecológico,,,,,Não,,,,, 
Parreiras Tecnologia da Informação ltda,suporte em automação comercial do varejo,Demais Organizações,,,,,,,,,,suporte em software para automação comercial do varejo,"trabalhamos junto ao varejo em forma de consultoria para implementação de implantação de automação
",,,,,,,,,Demais Organizações,Sim,Sim,Itaúna,MG,https://i.postimg.cc/0y8zshMq/Logo-JPG-2-Copia.jpg,https://parrti.com.br/,rodrigo.parreiras@parrti.com, , , , , , , , , ,"trabalhamos junto ao varejo em forma de consultoria para implementação de implantação de automação
",,,,,Não,,,,, 
SOLINTER soluçoes ambientais e engenharia ltda ,"Fazemos projetos e implantamos soluçoes ambientais inovadoras tais como casas ecologicas, estação de tratamento de esgotos ecologicas ETEeco sem custos de manutenção biologica, produção de tijolos modulares com liga em pó de marmore com economia final na construção de até 60% e 03 vezes mais rapida a obra sem geração de residuos de construção civil - RCC. produção de bio massa para materia prima de adubação organica, MDF e combustivel renovado para caldeiras hospitalares a partir de descarte de residuos de construção civil , madeiramentos, poda urbana- Ecoparque industrial para geração de empregos a população de baixa renda e baixa escolaridade .",Demais Organizações,,,,,,,,,,empresa de engenharia ambietal ,"Fazemos projetos e implantamos soluçoes ambientais inovadoras tais como casas ecologicas, estação de tratamento de esgotos ecologicas ETEeco sem custos de manutenção biologica, produção de tijolos modulares com liga em pó de marmore com economia final na construção de até 60% e 03 vezes mais rapida a obra sem geração de residuos de construção civil - RCC. produção de bio massa para materia prima de adubação organica, MDF e combustivel renovado para caldeiras hospitalares a partir de descarte de residuos de construção civil , madeiramentos, poda urbana- Ecoparque industrial para geração de empregos a população de baixa renda e baixa escolaridade .",,,,,,,,,Demais Organizações,Sim,Sim,Itajubá,MG,https://i.postimg.cc/15KjrTCt/CADASTRO-SOLINTER.jpg,https://www.solinter.eco.br,solucoesintegradasmg@gmail.com, , , , , , , , , ,"Fazemos projetos e implantamos soluçoes ambientais inovadoras tais como casas ecologicas, estação de tratamento de esgotos ecologicas ETEeco sem custos de manutenção biologica, produção de tijolos modulares com liga em pó de marmore com economia final na construção de até 60% e 03 vezes mais rapida a obra sem geração de residuos de construção civil - RCC. produção de bio massa para materia prima de adubação organica, MDF e combustivel renovado para caldeiras hospitalares a partir de descarte de residuos de construção civil , madeiramentos, poda urbana- Ecoparque industrial para geração de empregos a população de baixa renda e baixa escolaridade .",,,,,Não,,,,, 
FLV TECH,"Ser referência em excelência e qualidade no mercado de tecnologia, reconhecida por sua cultura de inovação, pelo seu compromisso com o cliente e pela sua responsabilidade social. Temos nos destacado em prestar consultoria de qualidade para nossos clientes e criação de sistemas customizáveis para atender as mais diversas necessidades.",Demais Organizações,,,,,,,,,,Desenvolvimento de sistemas e consultoria,"Desenvolvimento de sistemas para Instituições Financeiras e Meios de Pagamento. Consultoria em soluções, escopo e arquitetura de software.",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/bJ4Nwjt7/Logo-flvtech-sem-fundo.png,https://flvtech.com.br/,frederico.lopes@flvtech.com.br, , , , , , , , , ,"Desenvolvimento de sistemas para Instituições Financeiras e Meios de Pagamento. Consultoria em soluções, escopo e arquitetura de software.",,,,,Não,,,,, 
Renovar Comércio Ltda,"Pioneira em energia solar fotovoltaica, para principalmente bombeamento solar isolado da rede. De pequenos sistemas de bombeamento a grandes projeto. Desenvolvendo tecnologia própria. Começando com exaustor solar em 2006, produto fabrica até hoje.",Demais Organizações,,,,,,,,,,Empresa de Pequeno Porte,"Trabalhamos constantemente em inovações em nossa área, desenvolvendo produtos e soluções pioneiras, exemplo: exaustor solar, inversor de frequência hibrido( solar e rede ou gerador)",,,,,,,,,Demais Organizações,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/sgxbPPL6/Agua-solar-apr.png,https://aguasolar.com.br/,marcosrenovar33@gmail.com, , , , , , , , , ,"Trabalhamos constantemente em inovações em nossa área, desenvolvendo produtos e soluções pioneiras, exemplo: exaustor solar, inversor de frequência hibrido( solar e rede ou gerador)",,,,,Não,,,,, 
Grön,"A Grön visa ser uma referência de empresa de base tecnológica com vistas a proposição de soluções que transformem a transição para uma economia de baixo carbono em uma oportunidade de negócio. Para isto, a Grön foi idealizada em 2016 e já em 2018 conquistou o prêmio de melhor apresentação de pitch no Programa de Pré-Incubação do tecnoPARQ (Parque Tecnológico de Viçosa). A abertura do CNPJ ocorreu logo em seguida, em 2019, e em 2022 conquistou o primeiro lugar geral do programa de aceleração de startups da Embrapa, o Avança Café 4.0. Desde 2023, a Grön faz parte do grupo Forest Ventures e está incubada no tecnoPARQ, ambiente de empreendedorismo e inovação vinculado à Universidade Federal de Viçosa.
A Grön já está faturamento por meio de consultorias, no âmbito das mudanças climáticas.",Demais Organizações,,,,,,,,,,Microempresa de consultoria ambiental,"A Grön possui como principais vantagens competitivas o oferecimento de soluções personalizadas aos diferentes setores e as constantes atualizações técnico-científicas das metodologias utilizadas.
Atualmente, nosso modelo de negócio é no formato de consultorias e oferecemos, principalmente: 1) Balanço de carbono: informamos, por meio do inventário de gases de efeito estufa (GEE), as emissões de GEE e as remoções de carbono de propriedades rurais. 2) Inventário de Gases de Efeito Estufa: quantificamos as emissões de GEE de empresas, unidades, eventos, processos, produtos, cidades e afins. 3) Neutralização de Carbono: compensamos as emissões de GEE que não puderam ser evitadas a partir do plantio de mudas ou pela compra de créditos de carbono.
Almejamos tornar o nosso modelo de negócio escalável.",,,,,,,,,Demais Organizações,Sim,Sim,Viçosa,MG,https://i.postimg.cc/63WK33pb/GRON-2017-II.png,https://gron.com.br/,gron@gron.com.br, , , , , , , , , ,"A Grön possui como principais vantagens competitivas o oferecimento de soluções personalizadas aos diferentes setores e as constantes atualizações técnico-científicas das metodologias utilizadas.
Atualmente, nosso modelo de negócio é no formato de consultorias e oferecemos, principalmente: 1) Balanço de carbono: informamos, por meio do inventário de gases de efeito estufa (GEE), as emissões de GEE e as remoções de carbono de propriedades rurais. 2) Inventário de Gases de Efeito Estufa: quantificamos as emissões de GEE de empresas, unidades, eventos, processos, produtos, cidades e afins. 3) Neutralização de Carbono: compensamos as emissões de GEE que não puderam ser evitadas a partir do plantio de mudas ou pela compra de créditos de carbono.
Almejamos tornar o nosso modelo de negócio escalável.",,,,,Não,,,,, 
Cristiane Comércio de Calçados e Acessórios Ltda.,"Estamos construindo uma marca de calçados com qualidade e conforto baseados na necessidade do consumidor, onde temos relatos positivos sobre nossos calçados, tais como: cliente que nos contam que o calçado é muito importante no seu dia a dia devido o conforto e bem estar proporcionado.",Demais Organizações,,,,,,,,,,comércio,"Comércio de calçados e acessórios, viabiliazando qualidade com preço acessível.",,,,,,,,,Demais Organizações,Sim,Sim,Carmo do Rio Claro,MG,https://i.postimg.cc/pdWfN1Xr/Whats-https://www.instagram.com/maducalcados/App-Image-2024-01-26-at-10-16-56.jpg,https://www.instagram.com/maducalcados/,atendimento.lojascris@gmail.com, , , , , , , , , ,"Comércio de calçados e acessórios, viabiliazando qualidade com preço acessível.",,,,,Não,,,,, 
Binari Digital,Primeiro escritório de inovação da região contando com mais de 15 anos de experiência trabalhando com grandes empresas brasileiras e multinacionais,Demais Organizações,,,,,,,,,,Prestação de serviços de inovação e tecnologia,"Centro de Inovação e Tecnologia de Formiga (CITFOR). Comunidade de empreendedores que leva conexão e conhecimento em inovação (F7). Movimento de  trabalho, empreendedorismo e inovação em Formiga (TEIA). Acesso a incentivos fiscais e capital para desenvolvimento de projetos de PD&I",,,,,,,,,Demais Organizações,Sim,Sim,Formiga,MG,https://i.postimg.cc/HWyBgbcZ/2.png,https://www.binaridigital.com.br,victor@binaridigital.com.br, , , , , , , , , ,"Centro de Inovação e Tecnologia de Formiga (CITFOR). Comunidade de empreendedores que leva conexão e conhecimento em inovação (F7). Movimento de  trabalho, empreendedorismo e inovação em Formiga (TEIA). Acesso a incentivos fiscais e capital para desenvolvimento de projetos de PD&I",,,,,Não,,,,, 
Mais Educa Eventos,"Fundada em 2016 em Passos, Minas Gerais, a Mais Educa Eventos é especialista em planejar, realizar e promover eventos, cursos e conteúdo sobre saúde, esporte, lazer e fitness.Acreditamos na possibilidade de descobrir alternativas, buscar inovações e ter novas vivências. De transformar cada dia em oportunidade de viver tudo o que nos faz bem.
Mais Educa Eventos: novas experiências! Vem com a gente viver esse novo universo. 
Ao longo de sete anos, a Mais Educa Eventos já esteve à frente de 35 eventos e projetos relacionados ao bem-estar da população e à capacitação de profissionais.
Por meio de ações presenciais e de atividades remotas no portal maiseducaeventos.com.br e no nosso canal no YouTube, já totalizamos mais de 7.700 participantes em projetos, cursos, videoaulas e transmissões ao vivo.
",Demais Organizações,,,,,,,,,,Promotora de eventos ,"Projeto Agita Passos, tem objetivo combater o sedentarismo promovendo o nível de atividade física e o conhecimento dos benefícios de um estilo de vida ativa.
Pesquisa científica, Levantamento do nível de atividade física da população adulta de Passos, Minas Gerais, Número do Parecer: 6.218.532.
Eventos corporativos, de entretenimento, de esportes, educacionais, científicos e possuimos um escritório de projetos.",,,,,,,,,Demais Organizações,Sim,Sim,Passos,MG,https://i.postimg.cc/g2KkyJYb/logo-educa-2021-JPEG.jpg,https://maiseducaeventos.com.br/home,maiseducapassos@gmail.com, , , , , , , , , ,"Projeto Agita Passos, tem objetivo combater o sedentarismo promovendo o nível de atividade física e o conhecimento dos benefícios de um estilo de vida ativa.
Pesquisa científica, Levantamento do nível de atividade física da população adulta de Passos, Minas Gerais, Número do Parecer: 6.218.532.
Eventos corporativos, de entretenimento, de esportes, educacionais, científicos e possuimos um escritório de projetos.",,,,,Não,,,,, 
