nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
FACULDADE ATENAS SUL DE MINAS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Passos,MG, ,http://www.atenas.edu.br/,hiran@atenas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ATENAS SETE LAGOAS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,http://faculdadeatenas.edu.br/,faculdade@atenas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ATENAS PASSOS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Passos,MG, ,http://faculdadeatenas.edu.br/,faculdade@atenas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ATENAS CENTRO DE MINAS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,http://www.atenas.edu.br,hiran@atenas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ASA DE BRUMADINHO (IECEMB - FAB),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Brumadinho,MG, ,www.faculdadeasa.com.br,secretaria@faculdadeasa.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ARQUIDIOCESANA DE PIRAPORA (FAP),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pirapora,MG, , ,fac@fac.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ARQUIDIOCESANA DE CURVELO (FAC),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Curvelo,MG, ,http://www.fac.br,fac@fac.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ARNALDO JANSSEN (FAJANSSEN),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadearnaldo.edu.br,diretoria@faculdadearnaldo.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA ITABIRA,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabira,MG, ,www.faculdadepitagoras.com.br,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE UBERLÂNDIA,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.faculdadepitagoras.com.br,ddi@kroton.com.br; katia.parreiras@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadepitagoras.com.br,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE RIBEIRÃO DAS NEVES,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ribeirão das Neves,MG, ,www.faculdadepitagoras.com.br,natalia.rodrigues@kroton.com.br; ddi@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE POÇOS DE CALDAS,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Poços de Caldas,MG, ,faculdadepitagoras.com.br,ddi@kroton.com.br;petre.rebac@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE IPATINGA,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG, ,faculdadepitagoras.com.br,ddi@kroton.com.br; katia.parreiras@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Anhanguera de Governador Valadares,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Governador Valadares,MG, ,www.faculdadepitagoras.com.br,danielle.fnonato@kroton.com.br;ddi@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Anhanguera De Divinópolis,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Divinópolis,MG, ,http://www.faculdadepitagoras.com.br/Divinopolis,danielle.fnonato@kroton.com.br;ddi@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE CONTAGEM,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Contagem,MG, ,www.faculdadepitagoras.com.br,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE BETIM,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Betim,MG, , ,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ANHANGUERA DE BELO HORIZONTE,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.faculdadepitagoras.com.br,ddi@kroton.com.br; natalia.rodrigues@kroton.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade Alis de Itabirito,Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabirito,MG, , ,lima.neto@asesi.edu.br;lima.neto@faculdadeserradourada.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade ALFAUNIPAC de Guanhães,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Guanhães,MG, , ,patriciahalves@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade ALFAUNIPAC de Capelinha,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Capelinha,MG, , ,patriciahalves@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade ALFAUNIPAC de Araçuaí,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Araçuaí,MG, , ,patriciahalves@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade ALFAUNIPAC de Almenara,Faculdade Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Almenara,MG, ,www.faculdadealfa.com.br,patriciahalves@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Faculdade ALFA de Teófilo Otoni (ALFA),Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Teófilo Otoni,MG, ,www.faculdadealfa.com.br,patriciahalves@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ALDETE MARIA ALVES (FAMA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Iturama,MG, ,www.facfama.edu.br,randallstabile@hotmail.com;evadiasfreitas@hotmail.com; direcaoacademica@facfama.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
FACULDADE ADJETIVO CETEP (ADJETIVO-CETEP),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Mariana,MG, ,www.adjetivocetep.combr,adjetivocetep@adjetivocetep.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Escola Superior UNA de Conselheiro Lafaiete,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA SUPERIOR EM MEIO AMBIENTE (ESMA),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Iguatama,MG, ,www.fevasf.edu.br,pi@fevasf.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA SUPERIOR DOM HELDER CÂMARA (ESDHC),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.domhelder.edu.br,paulostumpf@yahoo.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Escola Superior de Pouso Alegre,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Escola Superior de Itabira,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabira,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA SUPERIOR DE EDUCAÇÃO (ESJUS),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.iesla.com.br,esjusfaculdade@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Escola de Sargentos das Armas (ESA),Faculdade Pública Federal Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Três Corações,MG, ,http:www.esa.ensino.eb.br,contato@esa.ensino.eb.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO (EG),Faculdade Pública Estadual Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, , ,eg.fjp@fjp.mg.gov.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA DE ENGENHARIA KENNEDY (EEK),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.kennedy.br,secretaria.geral@promove.net.br;angelica@unicesp.edu.br;diogo.goncalves@faculdadepromove.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
ESCOLA DE CONTAS E CAPACITAÇÃO PROFESSOR PEDRO ALEIXO,Escola de Governo Pública Estadual Escola do Governo,ICT | IES | Centro de P&D,,,,Escola de Governo,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,http://escoladecontas.tce.mg.gov.br/,deise.silva@tce.mg.gov.br, , , ,Escola de Governo, , , , , ,,,,,,Não,,,,, 
Centro Universitário Vértice (UNIVÉRTIX),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Matipó,MG, ,www.univertix.net,sleutjes.supervisao@gmail.com, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO UNIVERSO JUIZ DE FORA,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.universo.edu.br,reitoria@nt.universo.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.universo.edu.br,reitoria@nt.universo.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO UNIHORIZONTES,Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.unihorizontes.br,sec-diretoria@unihorizontes.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Unifacig,Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Manhuaçu,MG, ,www.unifacig.edu.br,thales@unifacig.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário UNA de Contagem,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Contagem,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO (UNA),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Bom Despacho,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário UNA de Betim,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Betim,MG, ,www.una.br,reitoria@una.br;regulatorio@animaeducacao.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO UNA (UNA),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Santa Rita (UNIFASAR),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, ,http://www.fasar.com.br,paz@fasar.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES (UNIPTAN),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São João del Rei,MG, ,www.uniptan.edu.br,fies3.uniptan@nreeducacional.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS (UNIPAC),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Barbacena,MG, ,www.unipac.br,regulacaofupac@unipac.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO NEWTON PAIVA (NEWTON PAIVA),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.newtonpaiva.br,anapaula.matias@newtonpaiva.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Imepac - Araguari,Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Araguari,MG, ,www.imepac.edu.br,divaniafreitas@imepac.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Governador Ozanam Coelho (UNIFAGOC),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ubá,MG, ,www.unifagoc.edu.br,daibert@unifagoc.edu.br;ana.amelia@unifagoc.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Funorte (UNIFUNORTE),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,www.funorte.com.br,thalita.pimentel@funorte.edu.br; tania.raquel.muniz@hotmail.com;elaine.fagundes@cscdf.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário FUNCESI (UNIFUNCESI),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabira,MG, ,www.funcesi.br,cln@funcesi.br;flavia.pantuza@funcesi.br;ana.caldeira@funcesi.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário FIP-MOC (UNIFIPMoc),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,www.unifipmoc.edu.br,genniffer.goncalves@unifipmoc.edu.br;luiz.pereira@afya.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO FAMINAS (UNIFAMINAS),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Muriaé,MG, ,www.faminas.edu.br,roberta.gouvea@faminas.edu.br; diretoria.mre@faminas.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.estacio.br,cgfesjf@gmail.com;regulatorio.nacional@estacio.br;marcia.aparecida@yduqs.com.br;, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Estácio de Belo Horizonte - Estácio BH (ESTÁCIO BH),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.estacio.br,cgfesbh@gmail.com;regulatorio.nacional@estacio.br;marcia.aparecida@yduqs.com.br;, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário Doctum de Teófilo Otoni (UNIDOCTUM),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Teófilo Otoni,MG, ,www.doctum.edu.br,diretoria@doctum.edu.br; morgana@doctum.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DO TRIÂNGULO (UNITRI),Centro Universitário Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.unitri.edu.br,reitoria@nt.universo.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DO SUL DE MINAS (UNIS-MG),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Varginha,MG, , ,p.institucional@unis.edu.br;marcelof@unis.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO (UNICSUM),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, , ,pigeral@unip.br;pigeral2020@gmail.com, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ (UNIARAXÁ),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Araxá,MG, ,www.uniaraxa.edu.br,reitoria@uniaraxa.edu.br;raquelveloso@uniaraxa.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário do Norte de Minas (Uninorte Minas),Centro Universitário Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, , ,thalita.pimentel@funorte.edu.br;ruth.figueiredo@funorte.edu.br;ruy.muniz@funorte.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO (UNICERP),Centro Universitário Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Patrocínio,MG, ,www.unicerp.edu.br,reitoria@unicerp.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DE VIÇOSA (UNIVIÇOSA),Centro Universitário Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Viçosa,MG, ,http://www.univicosa.com.br,univicosa@univicosa.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
Centro Universitário de Talentos Humanos (UniFACTHUS),Centro Universitário Privada com fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,http://www.facthus.edu.br/,aivinis@brasiliaeducacional.com.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
CENTRO UNIVERSITÁRIO DE SETE LAGOAS (UNIFEMM),Centro Universitário Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Centro Universitário,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Sete Lagoas,MG, ,www.unifemm.edu.br,secretariageral@unifemm.edu.br, , , ,Centro Universitário, , , , , ,,,,,,Não,,,,, 
