nome_organizacao,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,descricao_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio
Recombine Biotech,0,1,0,0,0,0,"A Recombine Biotech é uma empresa de biotecnologia que atua na área de produção de proteínas recombinantes. Nosso foco é na produção de antígenos para diagnósticos e vacinas. Nosso primeiro produto desenvolvido é o Antígeno para Leishmaniose Visceral Canina.. Somos um negócio de impacto que auxilia no controle de uma doença negligenciada como a leishmaniose visceral, que atinge inclusive humanos. Calcula-se que para cada pessoa infectada haja em torno de 200 cães infectados, o que ocasiona em mais de 800.000 cães anualmente disseminado a doença. A recomendação do Ministério da Saúde é pela eutanásia do cães infectados. Há uma carência de diagnósticos de leishmaniose canina confiáveis no mercado. Tal situação reforça a importância de um diagnóstico eficiente, pois eventuais erros podem ocasionar a eutanásia de cães saudáveis ou a manutenção de cães doentes disseminando a doença na sociedade. A empresa nasceu do desenvolvimento de projetos de pesquisa na Universidade Federal de Viçosa pela doutoranda Anna Cláudia Alves de Souza, sob a coordenação da Prof Juliana Lopes Rangel Fietto. A empresa ainda não está em operação, pois depende da aprovação de registro de diversos órgãos regulatórios para a produção e comercialização do produto. Em janeiro de 2020, a empresa recebeu o seu primeiro registro: um ofício do Ministério da Agricultura (MAPA) que permite a produção do diagnóstico, desde que o mesmo seja produzido no mesmo laboratório onde é prestado o serviço do teste de diagnóstico. Assim, a empresa tem moldado seu modelo de negócios a partir de uma adaptação da conexão startup - indústria para laboratórios de prestação de serviços de diagnóstico. Nosso produto tem patente depositada no Brasil e processo de depósito da patente também na Índia.",Ciências biológicas,Biotecnologia,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Broker Cripto,0,0,0,1,0,0,"Especializado em soluções envolvendo criptoativos.
Sob o conceito, “a economia digital a acesso de todos”, o site Broker Cripto visa disseminar o que há de mais inovador no âmbito das tecnologias direcionadas à economia e finanças: O mercado de criptoativos (criptomercado). Neste contexto, o site foi idealizado para fornecer conteúdo de excelência e apresentar o know-how a todos (pessoa física ou jurídica) que queiram entender e/ou participar efetivamente deste mercado.",Finanças,,
Gruller,0,0,0,0,0,0,"A GRULLER, é uma empresa voltada para a confecção de calçados femininos, contando com estrutura adequada a grande produção para o atendimento de milhares de consumidores no Brasil e no Exterior.",Têxtil e Vestuário,,
Evnts,0,0,0,1,0,0,"A Evnts é uma solução de hospedagem para grupos e eventos, oferecendo facilidade e economia para viajantes em todo Brasil.",Entretenimento,,2. Operação
App Masters,0,0,0,1,0,0,Somos uma fábrica de software com alguns produtos próprios.,"Gestão de negócios, Tecnologia da informação","Big Data, Blockchain, Machine Learning","Escala (Nesta fase a EBT possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
SOLVER Tecnologias,0,0,1,1,0,0,"A Solver Tecnologias atua no setor de desenvolvimento e comercialização de soluções de monitoramento autônomo aplicado a estruturas. Integrando tecnologias inteligentes fornecemos informações e dados em tempo real, úteis para tomadas de decisão.","Construção, Indústria 4.0, Tecnologia da informação",IOT (Internet das Coisas),"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Alarmes Santa Rita Industria e Comercio Ltda,0,0,0,0,0,1,"Produzir equipamentos para segurança eletrônica, rastreador veicular e ttornozaleira eletrônica, objetivo melhorar os equipamentos.",Segurança,Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
UZZI TICKET,0,0,0,1,0,0,Solucionamos problemas de bilheteria de eventos,"Entretenimento, Esporte, Turismo","Big Data, Blockchain","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Smart Pública,0,0,0,1,0,0,"Somos uma startup focada em buscar e distribuir oportunidades de negócios em licitações públicas e editais de fomentos, por meio do Aplicativo de Oportunidades da Smart Pública","Governo, Indústria 4.0, Tecnologia da informação",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Influenzer,0,0,0,1,0,0,"Sou Influenzer, a única plataforma de marketing digital, no Brasil, que transforma o seu cliente em um influenciador digital, nas redes sociais, para potencializar a sua marca!
Para engajar os clientes com a sua empresa, criamos um programa de recompensas, onde os participantes divulgam a sua marca nas redes sociais, ganham pontos de acordo com os posts e trocam por benefícios e prêmios. Para participar, os clientes só precisam fazer login com suas redes sociais na nossa plataforma. Nós aumentamos a interação da sua empresa com seus clientes nas redes sociais e, a partir da análise de dados do programa de recompensas, emitimos relatórios sobre o comportamento dos clientes, viabilizando a criação de campanhas direcionadas e mais assertivas.",Publicidade,,
Investidoresanjos.com,0,0,0,1,0,0,CONECTAMOS INVESTIDORES ANJOS A EMPREENDEDORES!,Finanças,,1. Ideação
OpTime Rotas,1,0,0,0,0,0,"Otimização e planejamento de rota viária para o agronegócio, apoiando a coleta ou distribuição de insumos e produção agrícola, através da redução de custos e tempo.","Agronegócio, Logística",Pesquisa operacional,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
eMotion Studios,0,0,0,1,0,0,"Um Startup Studio é uma empresa que constrói startups em paralelo e repetidamente, fornecendo não só infraestrutura para empreendedores e talentos, como também uma série de serviços e recursos compartilhados.
Ao unir a inteligência de mercado, a construção de negócios e o capital de risco, nosso portfólio conta com uma vantagem única para lançar, acelerar e transformar ideias em Startups de sucesso!
Disponibilizamos, num só lugar, pesquisas, análises, ferramentas e insights para ter boas ideias, inovar, planejar e partir para a ação. Testamos e validamos ideias, mercado e solução, com infraestrutura própria e recursos altamente qualificados para acelerar o negócio e ainda temos um fundo de fase inicial que apoia empreendedores e grandes ideias na viabilização do negócio em startup de sucesso.",Gestão de negócios,,
Denerr,0,0,0,0,1,0,Entregar uma energia limpa e sustentável,Energia,Nenhuma,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
4 Milk,1,0,0,0,0,0,"O 4milk é a primeira aplicação gratuita exclusivamente para produção leiteira, que permite a gestão efetiva de forma simples e moderna. a ferramenta facilita o monitoramento de todas as atividades realizadas nas propriedades, de tamanhos variados, informando dados de reprodução, produção e manejo sanitário. Com um clique, é possível ter em mãos, por exemplo, o histórico reprodutivo de um animal, a produção média diária de leite e a proporção do rebanho que está em lactação.",Agronegócio,,
e-Consultar,0,1,0,0,0,0,"Plataforma marketplace para realizar consultas por vídeo-conferência. Permite prestadores de serviço disponibilizarem agenda de atendimento e clientes agendar, pagar e realizar consultas.",Saúde,,3. Tração
Meu Cuidador,0,1,0,0,0,0,Marketplace relacionado a serviços de saude,Saúde,"Machine Learning, Inteligência artificial",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Conciliadora,0,0,0,1,0,0,"a Conciliadora é um software online que trabalha com informações provenientes das próprias operadoras de cartão, gerando relatórios precisos. Você confere todas suas vendas com cartão, desde a aprovação na maquineta até o depósito em conta bancária sem digitar nada.
Trabalhamos exclusivamente na conciliação de cartões e contamos com analistas especializados no assunto. É o produto ideal para controle do fluxo de vendas com cartão, redução de custos operacionais, otimização dos processos, monitoramento das fraudes. Além disso, possibilita à empresa segurança, facilidade e economia. Temos o mais completo portfólio de bandeiras e operadoras de cartão para você fazer uma conciliação ainda mais efetiva.",Finanças,,4. Escala
Syn IT Soluções em Tecnologia e Treinamentos,0,0,0,1,0,0,"A SYN IT SOLUÇÕES EM TECNOLOGIA E TREINAMENTOS é uma empresa de gestão de tecnologia da informação focada em entender as necessidades e problemas do negócio do cliente afim de oferecer soluções tecnológicas que, de forma segura e produtiva, auxilie nossos clientes no alcance de seus objetivos.

Desenvolvemos projetos de consultoria, reestruturação e implantação para tornar sua TI inteligente, segura e proativa. Temos a expertise necessária para desenvolver soluções que aumentem a competitividade dos nossos clientes.

A SYN IT tem atuado no BRASIL de forma séria e para transformar o mercado através do poder da tecnologia e ajudar empresas a atingirem todo o seu potencial em seus negócios.
Nossa missão é cuidar da tecnologia para que, com o melhor custo benefício, o cliente foque o próprio negócio.

A SYN IT é especialista em licenciamento Microsoft 365, Office 365, Windows Server e Microsoft Azure.","Gestão de negócios, Mobilidade, Tecnologia da informação","Big Data, Machine Learning",Consolidado no mercado (EBT é um dos principais líderes no mercado em que atua e já construiu barreiras à entrada relevantes)
Direto de Minas Market Place,0,0,0,1,0,0,Market Place com nicho em produtos de minas gerais,Indústria 4.0,Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Volts,0,0,0,0,1,0,"A Volts Engenharia é uma empresa especializada na área de engenharia elétrica, com foco em projetos, automação, obras e painéis elétricos. Já fornecemos mais de 400 painéis de baixa e média tensão para diversas regiões do Brasil, incluindo o Sudeste, Nordeste e Centro-Oeste, demonstrando nossa ampla cobertura geográfica e expertise em atender diversos mercados e segmentos industriais. Oferecemos soluções integradas aos nossos clientes, garantindo um serviço de qualidade, com as melhores práticas de mercado e conhecimentos atualizados.","Energia ou Sucroalcooleiro, Eletroeletrônica",,
Hospede-se,0,0,0,1,0,0,"Plataforma para customização de aplicativos para hotéis, hostels, motéis e pousadas, e excelência na prestação de serviços para hóspedes.",Turismo,,
Hobby Sports,0,1,0,1,0,0,"Desde que eu comecei a trabalhar com fornecimento de premiações esportivas (medalhas e troféus) pra pequenos eventos esportivos, percebi que a gestão desses eventos era feita toda via whatsapp: o organizador divulgava o evento, fazia o controle dos pagamentos e mandava informações e atualizações para os atletas inscritos, tudo por meio do whatsapp.
Notei, que a partir do momento em que os eventos iam crescendo ano a ano, eles tinham cada vez mais dificuldades em fazer essa gestão, pois exige um esforço imenso, com criação de planilhas paralelas, confirmações de pagamento e outras atividades chatas, mas necessárias.
A Hobby Sports chegou pra ser referência na gestão de pequenos eventos, com uma ferramenta simples, mas muito eficiente para ajudar os pequenos produtores e organizadores de eventos esportivos. Contando com uma plataforma onde os organizadores podem fazer o cadastro do evento, compartilhar o link de inscrições nas redes sociais, acompanhar facilmente os inscritos, fazer a gestão do dinheiro arrecadado, enviar notificações aos atletas etc.
Outras soluções já existem, como por exemplo o Sympla. No entanto, não foram desenvolvidas pensando em pequenos organizadores de eventos esportivos, são voltadas para eventos corporativos, shows musicais e espetáculos teatrais, onde os cachês e comissões são pagos no final do evento e, por isso mesmo, só transferem o dinheiro para os organizadores 3 dias após o evento. A Hobby Sports, feita exclusivamente para eventos esportivos, trás como principal diferencial o repasse imediato do dinheiro das inscrições para o organizador do evento, e isso faz toda a diferença!
A funcionalidade de inscrição em eventos esportivos já está implementada, funcionando e monetizando desde agosto (o modelo de negócios é reter 10% do valor das inscrições). Os planos futuros para a Hobby Sports vão muito além:
1) Contar com Inteligência de Dados para cruzar informações obtidas durante as incrições para propor e divulgar eventos esportivos que forem cadastrados na plataforma e, dessa forma, maximizar a interação com os usuários e promover as inscrições;
2) Cadastrar parceiros comerciais do ecossistema de eventos esportivos, como: fabricantes de premiações, fornecedores de materiais esportivos, empresas promotoras da saúde, alimentos esportivos, bebidas energéticas e isotônicas etc. Os organizadores de eventos terão condições especiais com esses parceiros, enquanto promovemos negócios dentro da plataforma;
3) Criar um perfil do principal usuário da plataforma: os atletas que fazem as inscrições. Atletas são competitivos e adoram exibir suas conquistas, por isso, o perfil de usuário deles, serão parecidos com uma rede social com foto, bio, provas que já realizaram, conquistas, enfim: um portifólio completo. Dentro desse perfil, o usuário poderá interagir com outros atletas, seja por afinidade pela modalidade esportiva, seja por proximidade geográfica ou mesmo por já serem amigos do face ou do insta. A idéia é trazer o usuário pra dentro da plataforma, com interações, conteúdos e conexões entre eles.
4) Criar um e-commerce de venda de produtos e serviços esportivos para esses atletas: materiais esportivos, assessorias, nutricionistas, fisioterapeutas, academias, alimentos, enfim... uma infinidade de produtos e serviços que podem ficar a um clique dos nossos usuários.","Esporte, Rede social, Saúde, Tecnologia da informação",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
